Day Index,Sessions
6/2/2015,"52,148"
6/3/2015,"61,644"
6/4/2015,"56,515"
6/5/2015,"60,925"
6/6/2015,"70,752"
6/7/2015,"68,454"
6/8/2015,"60,373"
6/9/2015,"61,921"
6/10/2015,"55,998"
6/11/2015,"55,633"
6/12/2015,"61,154"
6/13/2015,"73,500"
6/14/2015,"74,856"
6/15/2015,"62,105"
6/16/2015,"58,149"
6/17/2015,"57,494"
6/18/2015,"59,275"
6/19/2015,"58,253"
6/20/2015,"76,053"
6/21/2015,"72,132"
6/22/2015,"59,763"
6/23/2015,"59,284"
6/24/2015,"61,395"
6/25/2015,"64,626"
6/26/2015,"68,033"
6/27/2015,"84,200"
6/28/2015,"83,011"
6/29/2015,"65,708"
6/30/2015,"121,896"
7/1/2015,"100,719"
7/2/2015,"94,181"
7/3/2015,"105,980"
7/4/2015,"104,275"
7/5/2015,"92,351"
7/6/2015,"70,898"
7/7/2015,"65,416"
7/8/2015,"65,071"
7/9/2015,"65,007"
7/10/2015,"69,268"
7/11/2015,"80,303"
7/12/2015,"80,748"
7/13/2015,"69,766"
7/14/2015,"71,405"
7/15/2015,"73,655"
7/16/2015,"74,847"
7/17/2015,"81,025"
7/18/2015,"92,156"
7/19/2015,"89,566"
7/20/2015,"76,519"
7/21/2015,"79,396"
7/22/2015,"77,427"
7/23/2015,"98,358"
7/24/2015,"102,898"
7/25/2015,"109,958"
7/26/2015,"109,971"
7/27/2015,"100,892"
7/28/2015,"91,784"
7/29/2015,"97,668"
7/30/2015,"114,095"
7/31/2015,"136,390"
8/1/2015,"136,502"
8/2/2015,"129,590"
8/3/2015,"129,705"
8/4/2015,"106,918"
8/5/2015,"101,656"
8/6/2015,"105,365"
8/7/2015,"127,615"
8/8/2015,"140,101"
8/9/2015,"129,177"
8/10/2015,"101,053"
8/11/2015,"113,286"
8/12/2015,"97,597"
8/13/2015,"92,195"
8/14/2015,"100,320"
8/15/2015,"118,145"
8/16/2015,"109,953"
8/17/2015,"87,972"
8/18/2015,"85,393"
8/19/2015,"81,372"
8/20/2015,"87,018"
8/21/2015,"93,157"
8/22/2015,"105,808"
8/23/2015,"102,150"
8/24/2015,"73,018"
8/25/2015,"68,574"
8/26/2015,"65,370"
8/27/2015,"68,071"
8/28/2015,"73,551"
8/29/2015,"92,243"
8/30/2015,"85,641"
8/31/2015,"63,880"
9/1/2015,"115,300"
9/2/2015,"139,302"
9/3/2015,"81,732"
9/4/2015,"97,362"
9/5/2015,"128,896"
9/6/2015,"142,700"
9/7/2015,"124,955"
9/8/2015,"55,604"
9/9/2015,"50,367"
9/10/2015,"52,054"
9/11/2015,"56,713"
9/12/2015,"77,405"
9/13/2015,"72,562"
9/14/2015,"76,349"
9/15/2015,"108,962"
9/16/2015,"64,207"
9/17/2015,"61,769"
9/18/2015,"66,017"
9/19/2015,"83,040"
9/20/2015,"74,490"
9/21/2015,"53,266"
9/22/2015,"50,776"
9/23/2015,"58,307"
9/24/2015,"62,566"
9/25/2015,"59,689"
9/26/2015,"76,672"
9/27/2015,"66,883"
9/28/2015,"47,015"
9/29/2015,"44,703"
9/30/2015,"45,036"
10/1/2015,"74,288"
10/2/2015,"80,523"
10/3/2015,"87,656"
10/4/2015,"77,390"
10/5/2015,"58,552"
10/6/2015,"53,529"
10/7/2015,"54,200"
10/8/2015,"57,054"
10/9/2015,"70,158"
10/10/2015,"94,948"
10/11/2015,"91,925"
10/12/2015,"71,808"
10/13/2015,"50,632"
10/14/2015,"49,074"
10/15/2015,"53,016"
10/16/2015,"62,159"
10/17/2015,"82,067"
10/18/2015,"72,080"
10/19/2015,"59,294"
10/20/2015,"73,572"
10/21/2015,"55,283"
10/22/2015,"56,089"
10/23/2015,"62,541"
10/24/2015,"78,677"
10/25/2015,"70,047"
10/26/2015,"52,229"
10/27/2015,"51,670"
10/28/2015,"47,478"
10/29/2015,"51,503"
10/30/2015,"53,556"
10/31/2015,"65,461"
11/1/2015,"76,428"
11/2/2015,"60,840"
11/3/2015,"57,917"
11/4/2015,"66,315"
11/5/2015,"65,020"
11/6/2015,"76,154"
11/7/2015,"99,397"
11/8/2015,"89,026"
11/9/2015,"67,458"
11/10/2015,"68,448"
11/11/2015,"78,074"
11/12/2015,"67,979"
11/13/2015,"78,688"
11/14/2015,"102,632"
11/15/2015,"91,189"
11/16/2015,"71,169"
11/17/2015,"70,015"
11/18/2015,"72,404"
11/19/2015,"83,298"
11/20/2015,"123,598"
11/21/2015,"121,574"
11/22/2015,"116,405"
11/23/2015,"98,465"
11/24/2015,"134,203"
11/25/2015,"160,576"
11/26/2015,"237,444"
11/27/2015,"227,773"
11/28/2015,"132,110"
11/29/2015,"95,709"
11/30/2015,"66,711"
12/1/2015,"56,511"
12/2/2015,"65,929"
12/3/2015,"71,252"
12/4/2015,"78,003"
12/5/2015,"99,902"
12/6/2015,"88,691"
12/7/2015,"66,702"
12/8/2015,"63,958"
12/9/2015,"64,948"
12/10/2015,"68,852"
12/11/2015,"82,436"
12/12/2015,"107,864"
12/13/2015,"94,782"
12/14/2015,"73,646"
12/15/2015,"67,800"
12/16/2015,"68,883"
12/17/2015,"73,465"
12/18/2015,"90,381"
12/19/2015,"132,605"
12/20/2015,"117,462"
12/21/2015,"99,511"
12/22/2015,"96,028"
12/23/2015,"97,095"
12/24/2015,"77,413"
12/25/2015,"77,238"
12/26/2015,"146,671"
12/27/2015,"116,267"
12/28/2015,"104,801"
12/29/2015,"87,479"
12/30/2015,"85,272"
12/31/2015,"80,301"
1/1/2016,"107,784"
1/2/2016,"91,517"
1/3/2016,"63,985"
1/4/2016,"44,695"
1/5/2016,"39,613"
1/6/2016,"37,836"
1/7/2016,"38,918"
1/8/2016,"43,988"
1/9/2016,"58,924"
1/10/2016,"48,953"
1/11/2016,"34,778"
1/12/2016,"33,192"
1/13/2016,"34,633"
1/14/2016,"40,445"
1/15/2016,"46,898"
1/16/2016,"65,024"
1/17/2016,"61,647"
1/18/2016,"47,557"
1/19/2016,"32,161"
1/20/2016,"31,869"
1/21/2016,"31,836"
1/22/2016,"36,928"
1/23/2016,"48,052"
1/24/2016,"44,211"
1/25/2016,"32,948"
1/26/2016,"31,802"
1/27/2016,"32,005"
1/28/2016,"33,560"
1/29/2016,"40,595"
1/30/2016,"58,861"
1/31/2016,"51,285"
2/1/2016,"33,205"
2/2/2016,"32,069"
2/3/2016,"32,565"
2/4/2016,"35,530"
2/5/2016,"57,914"
2/6/2016,"71,156"
2/7/2016,"48,855"
2/8/2016,"40,776"
2/9/2016,"38,230"
2/10/2016,"40,355"
2/11/2016,"98,984"
2/12/2016,"77,438"
2/13/2016,"87,513"
2/14/2016,"75,673"
2/15/2016,"61,150"
2/16/2016,"38,782"
2/17/2016,"38,416"
2/18/2016,"41,852"
2/19/2016,"51,095"
2/20/2016,"73,764"
2/21/2016,"61,981"
2/22/2016,"39,703"
2/23/2016,"36,273"
2/24/2016,"36,773"
2/25/2016,"41,687"
2/26/2016,"49,621"
2/27/2016,"75,215"
2/28/2016,"65,286"
2/29/2016,"40,725"
3/1/2016,"36,833"
3/2/2016,"39,395"
3/3/2016,"41,666"
3/4/2016,"80,469"
3/5/2016,"83,717"
3/6/2016,"71,315"
3/7/2016,"46,737"
3/8/2016,"44,273"
3/9/2016,"45,042"
3/10/2016,"43,728"
3/11/2016,"64,138"
3/12/2016,"94,937"
3/13/2016,"76,787"
3/14/2016,"58,536"
3/15/2016,"54,347"
3/16/2016,"54,271"
3/17/2016,"61,882"
3/18/2016,"67,405"
3/19/2016,"88,016"
3/20/2016,"79,092"
3/21/2016,"58,637"
3/22/2016,"52,863"
3/23/2016,"92,928"
3/24/2016,"85,995"
3/25/2016,"95,999"
3/26/2016,"97,725"
3/27/2016,"71,468"
3/28/2016,"60,824"
3/29/2016,"54,896"
3/30/2016,"54,036"
3/31/2016,"54,457"
4/1/2016,"67,055"
4/2/2016,"81,052"
4/3/2016,"72,051"
4/4/2016,"51,345"
4/5/2016,"49,583"
4/6/2016,"53,157"
4/7/2016,"59,176"
4/8/2016,"59,903"
4/9/2016,"77,498"
4/10/2016,"69,826"
4/11/2016,"49,205"
4/12/2016,"47,683"
4/13/2016,"46,075"
4/14/2016,"48,494"
4/15/2016,"57,238"
4/16/2016,"73,128"
4/17/2016,"58,521"
4/18/2016,"40,612"
4/19/2016,"38,656"
4/20/2016,"39,095"
4/21/2016,"40,262"
4/22/2016,"49,704"
4/23/2016,"67,611"
4/24/2016,"61,046"
4/25/2016,"43,260"
4/26/2016,"48,127"
4/27/2016,"45,804"
4/28/2016,"45,236"
4/29/2016,"49,221"
4/30/2016,"65,546"
5/1/2016,"60,852"
5/2/2016,"42,205"
5/3/2016,"42,321"
5/4/2016,"47,512"
5/5/2016,"44,712"
5/6/2016,"52,545"
5/7/2016,"66,909"
5/8/2016,"57,319"
5/9/2016,"39,720"
5/10/2016,"38,839"
5/11/2016,"47,651"
5/12/2016,"43,968"
5/13/2016,"47,952"
5/14/2016,"62,148"
5/15/2016,"60,838"
5/16/2016,"42,233"
5/17/2016,"42,354"
5/18/2016,"40,525"
5/19/2016,"42,060"
5/20/2016,"53,093"
5/21/2016,"67,130"
5/22/2016,"63,255"
5/23/2016,"47,533"
5/24/2016,"116,794"
5/25/2016,"82,735"
5/26/2016,"85,985"
5/27/2016,"90,466"
5/28/2016,"99,767"
5/29/2016,"107,460"
5/30/2016,"102,482"
5/31/2016,"67,653"
6/1/2016,"53,879"
6/2/2016,"46,768"
6/3/2016,"50,811"
6/4/2016,"61,926"
6/5/2016,"62,810"
6/6/2016,"50,386"
6/7/2016,"44,067"
6/8/2016,"44,918"
6/9/2016,"47,097"
6/10/2016,"52,537"
6/11/2016,"63,822"
6/12/2016,"61,909"
6/13/2016,"51,693"
6/14/2016,"53,501"
6/15/2016,"53,640"
6/16/2016,"54,332"
6/17/2016,"58,434"
6/18/2016,"71,163"
6/19/2016,"67,202"
6/20/2016,"59,866"
6/21/2016,"60,504"
6/22/2016,"60,426"
6/23/2016,"71,118"
6/24/2016,"99,083"
6/25/2016,"96,335"
6/26/2016,"87,669"
6/27/2016,"74,910"
6/28/2016,"134,564"
6/29/2016,"89,954"
6/30/2016,"82,005"
7/1/2016,"97,273"
7/2/2016,"111,538"
7/3/2016,"125,275"
7/4/2016,"109,386"
7/5/2016,"71,481"
7/6/2016,"65,198"
7/7/2016,"64,807"
7/8/2016,"66,885"
7/9/2016,"84,150"
7/10/2016,"77,901"
7/11/2016,"62,755"
7/12/2016,"63,220"
7/13/2016,"63,470"
7/14/2016,"66,727"
7/15/2016,"72,683"
7/16/2016,"89,996"
7/17/2016,"87,106"
7/18/2016,"79,861"
7/19/2016,"72,528"
7/20/2016,"71,018"
7/21/2016,"72,453"
7/22/2016,"81,663"
7/23/2016,"96,713"
7/24/2016,"95,053"
7/25/2016,"105,773"
7/26/2016,"94,817"
7/27/2016,"91,184"
7/28/2016,"95,428"
7/29/2016,"110,947"
7/30/2016,"134,414"
7/31/2016,"126,105"
8/1/2016,"96,071"
8/2/2016,"94,767"
8/3/2016,"89,981"
8/4/2016,"93,237"
8/5/2016,"113,507"
8/6/2016,"135,627"
8/7/2016,"119,267"
8/8/2016,"80,915"
8/9/2016,"90,077"
8/10/2016,"84,929"
8/11/2016,"82,384"
8/12/2016,"91,402"
8/13/2016,"113,790"
8/14/2016,"104,508"
8/15/2016,"82,916"
8/16/2016,"80,322"
8/17/2016,"82,342"
8/18/2016,"88,587"
8/19/2016,"92,884"
8/20/2016,"108,151"
8/21/2016,"100,373"
8/22/2016,"69,766"
8/23/2016,"65,549"
8/24/2016,"60,236"
8/25/2016,"64,499"
8/26/2016,"69,474"
8/27/2016,"88,211"
8/28/2016,"79,960"
8/29/2016,"55,889"
8/30/2016,"181,814"
8/31/2016,"92,876"
9/1/2016,"77,362"
9/2/2016,"97,773"
9/3/2016,"125,146"
9/4/2016,"130,433"
9/5/2016,"117,336"
9/6/2016,"48,164"
9/7/2016,"41,908"
9/8/2016,"42,723"
9/9/2016,"48,953"
9/10/2016,"68,076"
9/11/2016,"60,610"
9/12/2016,"43,092"
9/13/2016,"41,497"
9/14/2016,"42,241"
9/15/2016,"42,738"
9/16/2016,"49,504"
9/17/2016,"67,906"
9/18/2016,"60,346"
9/19/2016,"43,434"
9/20/2016,"39,870"
9/21/2016,"39,588"
9/22/2016,"41,267"
9/23/2016,"49,350"
9/24/2016,"78,764"
9/25/2016,"64,205"
9/26/2016,"44,538"
9/27/2016,"41,639"
9/28/2016,"43,423"
9/29/2016,"44,420"
9/30/2016,"70,511"
10/1/2016,"89,671"
10/2/2016,"72,097"
10/3/2016,"63,535"
10/4/2016,"47,976"
10/5/2016,"44,785"
10/6/2016,"46,956"
10/7/2016,"54,246"
10/8/2016,"75,085"
10/9/2016,"74,780"
10/10/2016,"62,464"
10/11/2016,"44,660"
10/12/2016,"44,845"
10/13/2016,"44,608"
10/14/2016,"53,591"
10/15/2016,"71,441"
10/16/2016,"64,140"
10/17/2016,"42,376"
10/18/2016,"40,967"
10/19/2016,"53,289"
10/20/2016,"49,333"
10/21/2016,"56,234"
10/22/2016,"73,704"
10/23/2016,"63,478"
10/24/2016,"43,596"
10/25/2016,"45,013"
10/26/2016,"43,147"
10/27/2016,"48,302"
10/28/2016,"51,619"
10/29/2016,"67,429"
10/30/2016,"60,269"
10/31/2016,"40,005"
11/1/2016,"93,416"
11/2/2016,"65,085"
11/3/2016,"59,157"
11/4/2016,"68,733"
11/5/2016,"114,093"
11/6/2016,"88,286"
11/7/2016,"57,684"
11/8/2016,"52,611"
11/9/2016,"50,961"
11/10/2016,"65,677"
11/11/2016,"94,033"
11/12/2016,"104,625"
11/13/2016,"86,303"
11/14/2016,"60,749"
11/15/2016,"54,163"
11/16/2016,"57,643"
11/17/2016,"64,011"
11/18/2016,"82,680"
11/19/2016,"103,117"
11/20/2016,"102,784"
11/21/2016,"99,222"
11/22/2016,"137,277"
11/23/2016,"143,091"
11/24/2016,"265,953"
11/25/2016,"227,192"
11/26/2016,"123,139"
11/27/2016,"92,352"
11/28/2016,"59,223"
11/29/2016,"48,575"
11/30/2016,"47,716"
12/1/2016,"56,081"
12/2/2016,"70,927"
12/3/2016,"88,119"
12/4/2016,"76,183"
12/5/2016,"53,547"
12/6/2016,"53,906"
12/7/2016,"52,765"
12/8/2016,"65,165"
12/9/2016,"70,362"
12/10/2016,"91,703"
12/11/2016,"80,160"
12/12/2016,"57,519"
12/13/2016,"55,047"
12/14/2016,"55,738"
12/15/2016,"103,137"
12/16/2016,"85,828"
12/17/2016,"100,466"
12/18/2016,"97,688"
12/19/2016,"77,750"
12/20/2016,"74,453"
12/21/2016,"87,414"
12/22/2016,"83,896"
12/23/2016,"94,513"
12/24/2016,"68,539"
12/25/2016,"60,385"
12/26/2016,"123,736"
12/27/2016,"91,735"
12/28/2016,"83,058"
12/29/2016,"76,712"
12/30/2016,"80,396"
12/31/2016,"73,246"
1/1/2017,"75,608"
1/2/2017,"64,722"
1/3/2017,"39,441"
1/4/2017,"36,731"
1/5/2017,"34,311"
1/6/2017,"36,997"
1/7/2017,"48,626"
1/8/2017,"45,790"
1/9/2017,"30,723"
1/10/2017,"28,404"
1/11/2017,"34,379"
1/12/2017,"32,956"
1/13/2017,"38,587"
1/14/2017,"56,963"
1/15/2017,"56,386"
1/16/2017,"42,809"
1/17/2017,"27,854"
1/18/2017,"27,339"
1/19/2017,"55,933"
1/20/2017,"40,916"
1/21/2017,"51,825"
1/22/2017,"42,908"
1/23/2017,"28,870"
1/24/2017,"27,131"
1/25/2017,"27,615"
1/26/2017,"28,838"
1/27/2017,"33,889"
1/28/2017,"49,513"
1/29/2017,"43,695"
1/30/2017,"28,367"
1/31/2017,"25,940"
2/1/2017,"27,196"
2/2/2017,"29,447"
2/3/2017,"34,906"
2/4/2017,"51,288"
2/5/2017,"38,449"
2/6/2017,"28,699"
2/7/2017,"48,628"
2/8/2017,"42,618"
2/9/2017,"34,631"
2/10/2017,"39,151"
2/11/2017,"55,545"
2/12/2017,"47,289"
2/13/2017,"33,529"
2/14/2017,"29,648"
2/15/2017,"72,630"
2/16/2017,"50,993"
2/17/2017,"54,925"
2/18/2017,"78,159"
2/19/2017,"78,880"
2/20/2017,"60,075"
2/21/2017,"36,750"
2/22/2017,"36,688"
2/23/2017,"40,060"
2/24/2017,"47,526"
2/25/2017,"68,079"
2/26/2017,"60,599"
2/27/2017,"35,907"
2/28/2017,"33,604"
3/1/2017,"34,066"
3/2/2017,"43,571"
3/3/2017,"46,073"
3/4/2017,"67,677"
3/5/2017,"59,809"
3/6/2017,"37,595"
3/7/2017,"45,183"
3/8/2017,"43,556"
3/9/2017,"46,940"
3/10/2017,"48,118"
3/11/2017,"67,444"
3/12/2017,"60,465"
3/13/2017,"49,516"
3/14/2017,"44,964"
3/15/2017,"44,200"
3/16/2017,"44,738"
3/17/2017,"53,706"
3/18/2017,"74,609"
3/19/2017,"67,413"
3/20/2017,"51,627"
3/21/2017,"47,160"
3/22/2017,"46,701"
3/23/2017,"48,930"
3/24/2017,"60,788"
3/25/2017,"81,360"
3/26/2017,"70,221"
3/27/2017,"50,305"
3/28/2017,"48,539"
3/29/2017,"46,747"
3/30/2017,"51,608"
3/31/2017,"57,000"
4/1/2017,"76,508"
4/2/2017,"69,744"
4/3/2017,"53,183"
4/4/2017,"46,891"
4/5/2017,"53,612"
4/6/2017,"53,160"
4/7/2017,"59,984"
4/8/2017,"80,852"
4/9/2017,"72,042"
4/10/2017,"56,239"
4/11/2017,"86,969"
4/12/2017,"67,248"
4/13/2017,"69,753"
4/14/2017,"87,554"
4/15/2017,"91,414"
4/16/2017,"73,025"
4/17/2017,"53,221"
4/18/2017,"43,598"
4/19/2017,"43,431"
4/20/2017,"53,898"
4/21/2017,"59,279"
4/22/2017,"75,159"
4/23/2017,"64,773"
4/24/2017,"41,298"
4/25/2017,"36,966"
4/26/2017,"37,109"
4/27/2017,"39,603"
4/28/2017,"48,255"
4/29/2017,"66,990"
4/30/2017,"60,891"
5/1/2017,"61,239"
5/2/2017,"48,631"
5/3/2017,"46,748"
5/4/2017,"46,711"
5/5/2017,"49,090"
5/6/2017,"69,414"
5/7/2017,"62,344"
5/8/2017,"41,774"
5/9/2017,"42,279"
5/10/2017,"40,093"
5/11/2017,"42,888"
5/12/2017,"56,058"
5/13/2017,"75,021"
5/14/2017,"60,552"
5/15/2017,"48,206"
5/16/2017,"51,738"
5/17/2017,"42,376"
5/18/2017,"44,651"
5/19/2017,"53,057"
5/20/2017,"71,769"
5/21/2017,"71,330"
5/22/2017,"53,970"
5/23/2017,"75,579"
5/24/2017,"87,480"
5/25/2017,"89,094"
5/26/2017,"73,510"
5/27/2017,"94,379"
5/28/2017,"105,093"
5/29/2017,"91,277"
5/30/2017,"47,530"
5/31/2017,"47,725"
6/1/2017,"43,973"
6/2/2017,"48,915"
6/3/2017,"62,203"
6/4/2017,"60,248"
6/5/2017,"48,240"
6/6/2017,"75,190"
6/7/2017,"62,594"
6/8/2017,"49,125"
6/9/2017,"51,797"
6/10/2017,"64,509"
6/11/2017,"60,812"
6/12/2017,"50,430"
6/13/2017,"47,957"
6/14/2017,"70,466"
6/15/2017,"63,902"
6/16/2017,"62,347"
6/17/2017,"75,159"
6/18/2017,"64,293"
6/19/2017,"54,446"
6/20/2017,"53,481"
6/21/2017,"54,920"
6/22/2017,"52,197"
6/23/2017,"65,355"
6/24/2017,"76,801"
6/25/2017,"72,051"
6/26/2017,"107,375"
6/27/2017,"72,737"
6/28/2017,"63,213"
6/29/2017,"68,930"
6/30/2017,"81,956"
7/1/2017,"103,379"
7/2/2017,"102,262"
7/3/2017,"104,530"
7/4/2017,"89,104"
7/5/2017,"63,891"
7/6/2017,"63,170"
7/7/2017,"64,392"
7/8/2017,"74,468"
7/9/2017,"69,577"
7/10/2017,"58,184"
7/11/2017,"55,251"
7/12/2017,"57,357"
7/13/2017,"60,021"
7/14/2017,"65,656"
7/15/2017,"77,932"
7/16/2017,"75,370"
7/17/2017,"66,293"
7/18/2017,"60,081"
7/19/2017,"59,796"
7/20/2017,"62,559"
7/21/2017,"83,079"
7/22/2017,"97,573"
7/23/2017,"93,044"
7/24/2017,"80,412"
7/25/2017,"74,494"
7/26/2017,"76,602"
7/27/2017,"77,397"
7/28/2017,"90,814"
7/29/2017,"115,214"
7/30/2017,"95,329"
7/31/2017,"75,138"
8/1/2017,"79,118"
8/2/2017,"79,137"
8/3/2017,"89,017"
8/4/2017,"106,408"
8/5/2017,"127,120"
8/6/2017,"111,655"
8/7/2017,"90,073"
8/8/2017,"81,509"
8/9/2017,"78,438"
8/10/2017,"71,084"
8/11/2017,"103,132"
8/12/2017,"122,165"
8/13/2017,"98,899"
8/14/2017,"78,446"
8/15/2017,"82,415"
8/16/2017,"79,216"
8/17/2017,"74,892"
8/18/2017,"84,835"
8/19/2017,"97,808"
8/20/2017,"86,575"
8/21/2017,"56,092"
8/22/2017,"57,980"
8/23/2017,"59,954"
8/24/2017,"60,272"
8/25/2017,"62,858"
8/26/2017,"75,219"
8/27/2017,"69,749"
8/28/2017,"57,732"
8/29/2017,"115,154"
8/30/2017,"69,593"
8/31/2017,"74,208"
9/1/2017,"93,584"
9/2/2017,"126,670"
9/3/2017,"127,330"
9/4/2017,"107,019"
9/5/2017,"42,039"
9/6/2017,"40,663"
9/7/2017,"37,893"
9/8/2017,"41,077"
9/9/2017,"56,828"
9/10/2017,"50,404"
9/11/2017,"42,092"
9/12/2017,"38,225"
9/13/2017,"37,113"
9/14/2017,"42,165"
9/15/2017,"44,099"
9/16/2017,"59,773"
9/17/2017,"53,446"
9/18/2017,"35,871"
9/19/2017,"34,241"
9/20/2017,"33,980"
9/21/2017,"37,428"
9/22/2017,"44,319"
9/23/2017,"57,662"
9/24/2017,"50,983"
9/25/2017,"34,974"
9/26/2017,"34,263"
9/27/2017,"33,485"
9/28/2017,"34,349"
9/29/2017,"60,504"
9/30/2017,"83,097"
10/1/2017,"65,697"
10/2/2017,"41,244"
10/3/2017,"46,310"
10/4/2017,"44,086"
10/5/2017,"50,111"
10/6/2017,"56,153"
10/7/2017,"74,255"
10/8/2017,"73,614"
10/9/2017,"56,462"
10/10/2017,"47,942"
10/11/2017,"44,363"
10/12/2017,"51,451"
10/13/2017,"53,232"
10/14/2017,"66,794"
10/15/2017,"60,312"
10/16/2017,"42,311"
10/17/2017,"39,804"
10/18/2017,"41,464"
10/19/2017,"45,406"
10/20/2017,"52,602"
10/21/2017,"68,472"
10/22/2017,"61,302"
10/23/2017,"42,676"
10/24/2017,"39,743"
10/25/2017,"50,852"
10/26/2017,"50,752"
10/27/2017,"66,173"
10/28/2017,"75,330"
10/29/2017,"65,799"
10/30/2017,"42,876"
10/31/2017,"35,904"
11/1/2017,"49,935"
11/2/2017,"52,839"
11/3/2017,"61,210"
11/4/2017,"87,108"
11/5/2017,"79,107"
11/6/2017,"50,665"
11/7/2017,"58,531"
11/8/2017,"58,558"
11/9/2017,"62,669"
11/10/2017,"81,103"
11/11/2017,"102,004"
11/12/2017,"83,709"
11/13/2017,"69,760"
11/14/2017,"53,621"
11/15/2017,"51,875"
11/16/2017,"56,929"
11/17/2017,"74,733"
11/18/2017,"92,973"
11/19/2017,"89,493"
11/20/2017,"106,953"
11/21/2017,"112,133"
11/22/2017,"121,049"
11/23/2017,"240,650"
11/24/2017,"222,744"
11/25/2017,"119,878"
11/26/2017,"83,656"
11/27/2017,"53,831"
11/28/2017,"42,975"
11/29/2017,"41,468"
11/30/2017,"48,981"
12/1/2017,"108,313"
12/2/2017,"93,352"
12/3/2017,"74,601"
12/4/2017,"52,120"
12/5/2017,"47,928"
12/6/2017,"64,181"
12/7/2017,"68,537"
12/8/2017,"67,973"
12/9/2017,"85,963"
12/10/2017,"79,633"
12/11/2017,"64,715"
12/12/2017,"49,212"
12/13/2017,"50,691"
12/14/2017,"78,901"
12/15/2017,"73,462"
12/16/2017,"97,788"
12/17/2017,"88,543"
12/18/2017,"67,626"
12/19/2017,"63,196"
12/20/2017,"90,062"
12/21/2017,"78,661"
12/22/2017,"93,501"
12/23/2017,"93,455"
12/24/2017,"60,545"
12/25/2017,"51,491"
12/26/2017,"100,472"
12/27/2017,"81,838"
12/28/2017,"76,817"
12/29/2017,"75,242"
12/30/2017,"76,557"
12/31/2017,"47,322"
1/1/2018,"56,666"
1/2/2018,"39,333"
1/3/2018,"40,174"
1/4/2018,"41,822"
1/5/2018,"40,511"
1/6/2018,"48,423"
1/7/2018,"40,330"
1/8/2018,"26,240"
1/9/2018,"25,405"
1/10/2018,"27,450"
1/11/2018,"36,412"
1/12/2018,"36,815"
1/13/2018,"53,272"
1/14/2018,"51,433"
1/15/2018,"38,250"
1/16/2018,"25,241"
1/17/2018,"26,182"
1/18/2018,"27,835"
1/19/2018,"32,772"
1/20/2018,"49,138"
1/21/2018,"39,842"
1/22/2018,"25,233"
1/23/2018,"23,847"
1/24/2018,"25,084"
1/25/2018,"26,644"
1/26/2018,"32,723"
1/27/2018,"48,228"
1/28/2018,"41,867"
1/29/2018,"25,273"
1/30/2018,"25,347"
1/31/2018,"24,585"
2/1/2018,"32,962"
2/2/2018,"39,296"
2/3/2018,"48,950"
2/4/2018,"34,891"
2/5/2018,"25,790"
2/6/2018,"26,212"
2/7/2018,"27,427"
2/8/2018,"28,743"
2/9/2018,"33,571"
2/10/2018,"48,462"
2/11/2018,"42,067"
2/12/2018,"31,751"
2/13/2018,"62,407"
2/14/2018,"54,341"
2/15/2018,"41,360"
2/16/2018,"52,064"
2/17/2018,"71,822"
2/18/2018,"69,759"
2/19/2018,"53,541"
2/20/2018,"34,083"
2/21/2018,"33,364"
2/22/2018,"35,888"
2/23/2018,"43,884"
2/24/2018,"65,271"
2/25/2018,"55,424"
2/26/2018,"33,982"
2/27/2018,"31,101"
2/28/2018,"31,504"
3/1/2018,"33,940"
3/2/2018,"45,106"
3/3/2018,"65,974"
3/4/2018,"56,172"
3/5/2018,"33,303"
3/6/2018,"32,682"
3/7/2018,"36,242"
3/8/2018,"41,989"
3/9/2018,"56,262"
3/10/2018,"78,016"
3/11/2018,"65,099"
3/12/2018,"48,410"
3/13/2018,"45,399"
3/14/2018,"44,787"
3/15/2018,"46,732"
3/16/2018,"56,188"
3/17/2018,"76,271"
3/18/2018,"69,090"
3/19/2018,"53,066"
3/20/2018,"56,372"
3/21/2018,"49,462"
3/22/2018,"46,510"
3/23/2018,"58,183"
3/24/2018,"78,979"
3/25/2018,"69,419"
3/26/2018,"50,949"
3/27/2018,"67,347"
3/28/2018,"60,473"
3/29/2018,"61,058"
3/30/2018,"80,243"
3/31/2018,"87,257"
4/1/2018,"71,340"
4/2/2018,"56,593"
4/3/2018,"51,110"
4/4/2018,"60,774"
4/5/2018,"55,417"
4/6/2018,"58,697"
4/7/2018,"55,002"
4/8/2018,"61,731"
4/9/2018,"39,131"
4/10/2018,"39,888"
4/11/2018,"40,201"
4/12/2018,"40,559"
4/13/2018,"47,756"
4/14/2018,"66,929"
4/15/2018,"57,162"
4/16/2018,"34,666"
4/17/2018,"36,287"
4/18/2018,"44,962"
4/19/2018,"39,207"
4/20/2018,"50,448"
4/21/2018,"63,436"
4/22/2018,"55,225"
4/23/2018,"37,322"
4/24/2018,"32,890"
4/25/2018,"32,692"
4/26/2018,"44,738"
4/27/2018,"48,356"
4/28/2018,"63,892"
4/29/2018,"57,185"
4/30/2018,"37,628"
5/1/2018,"33,666"
5/2/2018,"38,131"
5/3/2018,"41,830"
5/4/2018,"48,814"
5/5/2018,"59,215"
5/6/2018,"54,646"
5/7/2018,"34,731"
5/8/2018,"38,482"
5/9/2018,"41,393"
5/10/2018,"41,703"
5/11/2018,"48,879"
5/12/2018,"64,656"
