Day Index,Sessions
5/13/2018,"54,789"
5/14/2018,"37,044"
5/15/2018,"45,900"
5/16/2018,"40,946"
5/17/2018,"41,666"
5/18/2018,"46,964"
5/19/2018,"62,896"
5/20/2018,"60,690"
5/21/2018,"45,154"
5/22/2018,"90,431"
5/23/2018,"61,708"
5/24/2018,"55,882"
5/25/2018,"80,029"
5/26/2018,"85,918"
5/27/2018,"96,945"
5/28/2018,"92,085"
5/29/2018,"45,240"
5/30/2018,"42,045"
5/31/2018,"42,851"
6/1/2018,"53,248"
6/2/2018,"63,301"
6/3/2018,"58,961"
6/4/2018,"46,406"
6/5/2018,"44,193"
6/6/2018,"41,962"
6/7/2018,"43,002"
6/8/2018,"66,007"
6/9/2018,"72,656"
6/10/2018,"62,662"
6/11/2018,"48,523"
6/12/2018,"49,097"
6/13/2018,"45,102"
6/14/2018,"50,001"
6/15/2018,"67,499"
6/16/2018,"67,562"
6/17/2018,"55,828"
6/18/2018,"46,103"
6/19/2018,"46,826"
6/20/2018,"46,393"
6/21/2018,"75,733"
6/22/2018,"72,641"
6/23/2018,"78,062"
6/24/2018,"66,389"
6/25/2018,"58,668"
6/26/2018,"55,990"
6/27/2018,"88,767"
6/28/2018,"82,013"
6/29/2018,"73,932"
6/30/2018,"83,355"
7/1/2018,"79,740"
7/2/2018,"71,082"
7/3/2018,"79,724"
7/4/2018,"95,419"
7/5/2018,"72,852"
7/6/2018,"77,372"
7/7/2018,"82,209"
7/8/2018,"70,828"
7/9/2018,"52,251"
7/10/2018,"51,674"
7/11/2018,"86,129"
7/12/2018,"67,878"
7/13/2018,"66,415"
7/14/2018,"77,875"
7/15/2018,"72,414"
7/16/2018,"59,530"
7/17/2018,"61,775"
7/18/2018,"59,247"
7/19/2018,"63,184"
7/20/2018,"98,380"
7/21/2018,"101,118"
7/22/2018,"91,637"
7/23/2018,"76,811"
7/24/2018,"73,167"
7/25/2018,"77,759"
7/26/2018,"76,399"
7/27/2018,"84,509"
7/28/2018,"99,439"
7/29/2018,"92,940"
7/30/2018,"82,571"
7/31/2018,"76,267"
8/1/2018,"79,277"
8/2/2018,"78,198"
8/3/2018,"99,259"
8/4/2018,"118,679"
8/5/2018,"99,133"
8/6/2018,"74,381"
8/7/2018,"75,379"
8/8/2018,"77,265"
8/9/2018,"88,568"
8/10/2018,"96,536"
8/11/2018,"114,457"
8/12/2018,"100,772"
8/13/2018,"82,842"
8/14/2018,"68,799"
8/15/2018,"67,699"
8/16/2018,"79,358"
8/17/2018,"88,090"
8/18/2018,"103,582"
8/19/2018,"94,433"
8/20/2018,"60,625"
8/21/2018,"55,633"
8/22/2018,"54,250"
8/23/2018,"69,844"
8/24/2018,"69,817"
8/25/2018,"82,174"
8/26/2018,"73,042"
8/27/2018,"51,745"
8/28/2018,"92,263"
8/29/2018,"77,969"
8/30/2018,"63,016"
8/31/2018,"94,811"
9/1/2018,"103,953"
9/2/2018,"109,017"
9/3/2018,"96,419"
9/4/2018,"39,411"
9/5/2018,"42,560"
9/6/2018,"37,955"
9/7/2018,"42,968"
9/8/2018,"58,852"
9/9/2018,"52,680"
9/10/2018,"35,652"
9/11/2018,"31,701"
9/12/2018,"30,460"
9/13/2018,"32,334"
9/14/2018,"58,523"
9/15/2018,"62,952"
9/16/2018,"50,503"
9/17/2018,"34,630"
9/18/2018,"33,430"
9/19/2018,"33,984"
9/20/2018,"34,967"
9/21/2018,"42,537"
9/22/2018,"58,351"
9/23/2018,"53,694"
9/24/2018,"35,521"
9/25/2018,"33,346"
9/26/2018,"61,400"
9/27/2018,"53,587"
9/28/2018,"51,313"
9/29/2018,"70,592"
9/30/2018,"59,593"
10/1/2018,"39,525"
10/2/2018,"41,852"
10/3/2018,"40,074"
10/4/2018,"42,341"
10/5/2018,"76,804"
10/6/2018,"81,175"
10/7/2018,"73,515"
10/8/2018,"57,082"
10/9/2018,"40,281"
10/10/2018,"49,324"
10/11/2018,"49,163"
10/12/2018,"52,431"
10/13/2018,"68,438"
10/14/2018,"59,912"
10/15/2018,"41,258"
10/16/2018,"43,444"
10/17/2018,"46,248"
10/18/2018,"48,290"
10/19/2018,"60,165"
10/20/2018,"76,689"
10/21/2018,"64,247"
10/22/2018,"40,564"
10/23/2018,"37,894"
10/24/2018,"39,105"
10/25/2018,"43,856"
10/26/2018,"52,479"
10/27/2018,"65,743"
10/28/2018,"55,795"
10/29/2018,"37,499"
10/30/2018,"38,487"
10/31/2018,"37,071"
11/1/2018,"56,329"
11/2/2018,"57,134"
11/3/2018,"76,165"
11/4/2018,"69,457"
11/5/2018,"48,127"
11/6/2018,"47,617"
11/7/2018,"53,249"
11/8/2018,"55,893"
11/9/2018,"67,872"
11/10/2018,"93,821"
11/11/2018,"87,396"
11/12/2018,"70,321"
11/13/2018,"51,951"
11/14/2018,"57,613"
11/15/2018,"59,703"
11/16/2018,"70,408"
11/17/2018,"97,914"
11/18/2018,"95,421"
11/19/2018,"120,144"
11/20/2018,"112,832"
11/21/2018,"116,576"
11/22/2018,"247,306"
11/23/2018,"222,489"
11/24/2018,"110,062"
11/25/2018,"76,771"
11/26/2018,"53,981"
11/27/2018,"40,149"
11/28/2018,"73,486"
11/29/2018,"73,721"
11/30/2018,"63,858"
12/1/2018,"81,204"
12/2/2018,"68,114"
12/3/2018,"88,518"
12/4/2018,"72,272"
12/5/2018,"83,554"
12/6/2018,"64,640"
12/7/2018,"65,175"
12/8/2018,"84,741"
12/9/2018,"70,390"
12/10/2018,"79,743"
12/11/2018,"60,756"
12/12/2018,"69,257"
12/13/2018,"63,047"
12/14/2018,"71,342"
12/15/2018,"99,705"
12/16/2018,"87,902"
12/17/2018,"63,156"
12/18/2018,"79,403"
12/19/2018,"68,286"
12/20/2018,"90,590"
12/21/2018,"96,256"
12/22/2018,"106,323"
12/23/2018,"101,321"
12/24/2018,"61,727"
12/25/2018,"48,636"
12/26/2018,"92,345"
12/27/2018,"79,063"
12/28/2018,"131,196"
12/29/2018,"108,851"
12/30/2018,"86,446"
12/31/2018,"62,133"
1/1/2019,"86,988"
1/2/2019,"51,704"
1/3/2019,"46,336"
1/4/2019,"48,077"
1/5/2019,"59,515"
1/6/2019,"47,622"
1/7/2019,"34,392"
1/8/2019,"28,119"
1/9/2019,"27,352"
1/10/2019,"53,131"
1/11/2019,"43,527"
1/12/2019,"48,692"
1/13/2019,"41,927"
1/14/2019,"27,834"
1/15/2019,"26,084"
1/16/2019,"34,961"
1/17/2019,"51,221"
1/18/2019,"44,121"
1/19/2019,"51,308"
1/20/2019,"47,217"
1/21/2019,"36,502"
1/22/2019,"38,937"
1/23/2019,"27,174"
1/24/2019,"26,939"
1/25/2019,"36,210"
1/26/2019,"48,197"
1/27/2019,"40,121"
1/28/2019,"25,174"
1/29/2019,"24,756"
1/30/2019,"24,773"
1/31/2019,"27,265"
2/1/2019,"31,911"
2/2/2019,"46,690"
2/3/2019,"36,003"
2/4/2019,"25,906"
2/5/2019,"25,896"
2/6/2019,"26,595"
2/7/2019,"44,021"
2/8/2019,"37,458"
2/9/2019,"52,389"
2/10/2019,"44,126"
2/11/2019,"29,097"
2/12/2019,"57,061"
2/13/2019,"46,806"
2/14/2019,"36,352"
2/15/2019,"45,454"
2/16/2019,"69,012"
2/17/2019,"63,512"
2/18/2019,"46,525"
2/19/2019,"29,832"
2/20/2019,"29,508"
2/21/2019,"43,062"
2/22/2019,"53,842"
2/23/2019,"63,263"
2/24/2019,"48,856"
2/25/2019,"30,137"
2/26/2019,"28,430"
2/27/2019,"28,983"
2/28/2019,"44,703"
3/1/2019,"45,500"
3/2/2019,"61,396"
3/3/2019,"50,486"
3/4/2019,"34,035"
3/5/2019,"31,375"
3/6/2019,"46,824"
3/7/2019,"52,415"
3/8/2019,"67,897"
3/9/2019,"72,960"
3/10/2019,"55,892"
3/11/2019,"43,060"
3/12/2019,"43,343"
3/13/2019,"42,622"
3/14/2019,"69,856"
3/15/2019,"65,372"
3/16/2019,"82,594"
3/17/2019,"70,003"
3/18/2019,"49,478"
3/19/2019,"47,845"
3/20/2019,"46,969"
3/21/2019,"63,277"
3/22/2019,"67,146"
3/23/2019,"81,931"
3/24/2019,"69,580"
3/25/2019,"49,798"
3/26/2019,"48,339"
3/27/2019,"46,217"
3/28/2019,"65,797"
3/29/2019,"59,232"
3/30/2019,"77,797"
3/31/2019,"69,168"
4/1/2019,"48,566"
4/2/2019,"44,010"
4/3/2019,"45,659"
4/4/2019,"69,963"
4/5/2019,"61,122"
4/6/2019,"72,924"
4/7/2019,"62,255"
4/8/2019,"41,607"
4/9/2019,"43,698"
4/10/2019,"39,058"
4/11/2019,"92,491"
4/12/2019,"61,966"
4/13/2019,"76,797"
4/14/2019,"69,165"
4/15/2019,"63,983"
4/16/2019,"66,829"
4/17/2019,"58,716"
4/18/2019,"63,545"
4/19/2019,"87,838"
4/20/2019,"95,859"
4/21/2019,"79,260"
4/22/2019,"55,491"
4/23/2019,"45,257"
4/24/2019,"53,815"
4/25/2019,"55,772"
4/26/2019,"88,522"
4/27/2019,"76,228"
4/28/2019,"62,287"
4/29/2019,"35,267"
4/30/2019,"32,793"
5/1/2019,"43,998"
5/2/2019,"40,588"
5/3/2019,"52,771"
5/4/2019,"62,266"
5/5/2019,"52,985"
5/6/2019,"36,992"
5/7/2019,"40,984"
5/8/2019,"50,541"
5/9/2019,"51,249"
5/10/2019,"49,436"
5/11/2019,"63,565"
5/12/2019,"52,693"
5/13/2019,"35,902"
5/14/2019,"41,568"
5/15/2019,"54,276"
5/16/2019,"45,660"
5/17/2019,"47,259"
5/18/2019,"61,187"
5/19/2019,"61,978"
5/20/2019,"46,142"
5/21/2019,"62,747"
5/22/2019,"52,137"
5/23/2019,"63,214"
5/24/2019,"77,925"
5/25/2019,"91,295"
5/26/2019,"92,747"
5/27/2019,"83,400"
5/28/2019,"46,416"
5/29/2019,"42,484"
5/30/2019,"41,716"
5/31/2019,"45,492"
6/1/2019,"57,768"
6/2/2019,"57,673"
6/3/2019,"40,353"
6/4/2019,"45,058"
6/5/2019,"50,246"
6/6/2019,"46,145"
6/7/2019,"48,520"
6/8/2019,"61,716"
6/9/2019,"62,081"
6/10/2019,"45,771"
6/11/2019,"46,192"
6/12/2019,"79,216"
6/13/2019,"63,889"
6/14/2019,"64,561"
6/15/2019,"71,025"
6/16/2019,"61,443"
6/17/2019,"46,539"
6/18/2019,"47,070"
6/19/2019,"47,481"
6/20/2019,"191,168"
6/21/2019,"139,871"
6/22/2019,"98,342"
6/23/2019,"87,574"
6/24/2019,"73,924"
6/25/2019,"110,580"
6/26/2019,"72,062"
6/27/2019,"95,465"
6/28/2019,"82,783"
6/29/2019,"92,333"
6/30/2019,"92,193"
7/1/2019,"92,108"
7/2/2019,"84,493"
7/3/2019,"98,640"
7/4/2019,"101,576"
7/5/2019,"95,265"
7/6/2019,"93,508"
7/7/2019,"76,601"
7/8/2019,"59,966"
7/9/2019,"55,854"
7/10/2019,"56,221"
7/11/2019,"76,584"
7/12/2019,"86,130"
7/13/2019,"76,771"
7/14/2019,"71,189"
7/15/2019,"56,477"
7/16/2019,"56,141"
7/17/2019,"57,565"
7/18/2019,"62,319"
7/19/2019,"93,664"
7/20/2019,"94,596"
7/21/2019,"87,760"
7/22/2019,"75,575"
7/23/2019,"78,865"
7/24/2019,"71,674"
7/25/2019,"80,992"
7/26/2019,"88,698"
7/27/2019,"103,064"
7/28/2019,"93,434"
7/29/2019,"75,745"
7/30/2019,"80,128"
7/31/2019,"79,871"
8/1/2019,"90,474"
8/2/2019,"110,525"
8/3/2019,"121,771"
8/4/2019,"104,059"
8/5/2019,"77,427"
8/6/2019,"77,539"
8/7/2019,"93,221"
8/8/2019,"107,398"
8/9/2019,"90,059"
8/10/2019,"106,593"
8/11/2019,"96,210"
8/12/2019,"70,374"
8/13/2019,"71,255"
8/14/2019,"67,517"
8/15/2019,"67,687"
8/16/2019,"83,079"
8/17/2019,"102,357"
8/18/2019,"88,406"
8/19/2019,"67,435"
8/20/2019,"57,997"
8/21/2019,"64,017"
8/22/2019,"65,244"
8/23/2019,"77,939"
8/24/2019,"90,075"
8/25/2019,"85,908"
8/26/2019,"57,334"
8/27/2019,"88,967"
8/28/2019,"63,534"
8/29/2019,"66,709"
8/30/2019,"76,224"
8/31/2019,"102,167"
9/1/2019,"108,472"
9/2/2019,"87,064"
9/3/2019,"36,073"
9/4/2019,"30,430"
9/5/2019,"32,903"
9/6/2019,"38,470"
9/7/2019,"51,721"
9/8/2019,"48,038"
9/9/2019,"33,793"
9/10/2019,"38,295"
9/11/2019,"31,672"
9/12/2019,"33,088"
9/13/2019,"39,162"
9/14/2019,"53,964"
9/15/2019,"49,116"
9/16/2019,"33,621"
9/17/2019,"31,077"
9/18/2019,"30,751"
9/19/2019,"60,019"
9/20/2019,"51,403"
9/21/2019,"55,610"
9/22/2019,"50,105"
9/23/2019,"34,757"
9/24/2019,"31,938"
9/25/2019,"65,652"
9/26/2019,"45,355"
9/27/2019,"48,300"
9/28/2019,"62,738"
9/29/2019,"56,471"
9/30/2019,"41,857"
10/1/2019,"40,290"
10/2/2019,"37,550"
10/3/2019,"56,279"
10/4/2019,"49,690"
10/5/2019,"63,468"
10/6/2019,"59,864"
10/7/2019,"44,233"
10/8/2019,"48,049"
10/9/2019,"42,609"
10/10/2019,"61,645"
10/11/2019,"65,707"
10/12/2019,"83,752"
10/13/2019,"78,209"
10/14/2019,"59,384"
10/15/2019,"45,654"
10/16/2019,"45,722"
10/17/2019,"56,773"
10/18/2019,"60,686"
10/19/2019,"71,344"
10/20/2019,"61,034"
10/21/2019,"41,094"
10/22/2019,"41,095"
10/23/2019,"37,434"
10/24/2019,"48,818"
10/25/2019,"48,594"
10/26/2019,"62,602"
10/27/2019,"54,524"
10/28/2019,"37,622"
10/29/2019,"41,621"
10/30/2019,"40,154"
10/31/2019,"37,216"
11/1/2019,"54,694"
11/2/2019,"83,325"
11/3/2019,"70,859"
11/4/2019,"48,809"
11/5/2019,"50,875"
11/6/2019,"52,625"
11/7/2019,"58,574"
11/8/2019,"71,123"
11/9/2019,"91,652"
11/10/2019,"81,253"
11/11/2019,"66,590"
11/12/2019,"54,962"
11/13/2019,"64,426"
11/14/2019,"56,907"
11/15/2019,"70,729"
11/16/2019,"99,025"
11/17/2019,"81,110"
11/18/2019,"49,780"
11/19/2019,"49,603"
11/20/2019,"50,224"
11/21/2019,"63,039"
11/22/2019,"64,249"
11/23/2019,"88,234"
11/24/2019,"80,975"
11/25/2019,"75,442"
11/26/2019,"133,557"
11/27/2019,"118,172"
11/28/2019,"247,497"
11/29/2019,"249,520"
11/30/2019,"123,759"
12/1/2019,"76,300"
12/2/2019,"49,676"
12/3/2019,"51,300"
12/4/2019,"72,103"
12/5/2019,"54,933"
12/6/2019,"58,314"
12/7/2019,"82,997"
12/8/2019,"70,376"
12/9/2019,"50,863"
12/10/2019,"48,251"
12/11/2019,"57,613"
12/12/2019,"84,321"
12/13/2019,"76,717"
12/14/2019,"98,177"
12/15/2019,"82,203"
12/16/2019,"62,591"
12/17/2019,"80,029"
12/18/2019,"62,088"
12/19/2019,"72,817"
12/20/2019,"96,616"
12/21/2019,"102,456"
12/22/2019,"98,435"
12/23/2019,"90,799"
12/24/2019,"60,231"
12/25/2019,"52,100"
12/26/2019,"93,464"
12/27/2019,"79,600"
12/28/2019,"81,809"
12/29/2019,"72,718"
12/30/2019,"103,019"
12/31/2019,"64,168"
1/1/2020,"65,059"
1/2/2020,"47,367"
1/3/2020,"46,723"
1/4/2020,"53,139"
1/5/2020,"41,161"
1/6/2020,"28,225"
1/7/2020,"36,403"
1/8/2020,"28,244"
1/9/2020,"42,295"
1/10/2020,"59,219"
1/11/2020,"45,886"
1/12/2020,"38,948"
1/13/2020,"27,078"
1/14/2020,"35,253"
1/15/2020,"26,239"
1/16/2020,"34,600"
1/17/2020,"54,038"
1/18/2020,"45,434"
1/19/2020,"46,741"
1/20/2020,"36,892"
1/21/2020,"23,963"
1/22/2020,"23,326"
1/23/2020,"29,532"
1/24/2020,"57,263"
1/25/2020,"45,336"
1/26/2020,"38,286"
1/27/2020,"25,443"
1/28/2020,"23,962"
1/29/2020,"24,015"
1/30/2020,"29,584"
1/31/2020,"70,626"
2/1/2020,"66,149"
2/2/2020,"37,661"
2/3/2020,"26,435"
2/4/2020,"34,415"
2/5/2020,"24,864"
2/6/2020,"27,173"
2/7/2020,"33,286"
2/8/2020,"44,230"
2/9/2020,"39,466"
2/10/2020,"44,501"
2/11/2020,"57,971"
2/12/2020,"39,544"
2/13/2020,"44,053"
2/14/2020,"45,309"
2/15/2020,"62,313"
2/16/2020,"52,452"
2/17/2020,"46,460"
2/18/2020,"29,086"
2/19/2020,"28,112"
2/20/2020,"29,432"
2/21/2020,"36,104"
2/22/2020,"50,580"
2/23/2020,"41,376"
2/24/2020,"26,649"
2/25/2020,"30,374"
2/26/2020,"26,414"
2/27/2020,"56,860"
2/28/2020,"42,012"
2/29/2020,"58,442"
3/1/2020,"46,769"
3/2/2020,"27,799"
3/3/2020,"25,852"
3/4/2020,"27,284"
3/5/2020,"55,506"
3/6/2020,"41,629"
3/7/2020,"56,852"
3/8/2020,"44,507"
3/9/2020,"34,509"
3/10/2020,"38,081"
3/11/2020,"33,189"
3/12/2020,"60,985"
3/13/2020,"46,774"
3/14/2020,"73,195"
3/15/2020,"66,305"
3/16/2020,"42,693"
3/17/2020,"28,723"
3/18/2020,"24,002"
3/19/2020,"22,354"
3/20/2020,"27,422"
3/21/2020,"20,438"
3/22/2020,"14,855"
3/23/2020,"13,214"
3/24/2020,"11,912"
3/25/2020,"9,531"
3/26/2020,"13,384"
3/27/2020,"10,008"
3/28/2020,"9,016"
3/29/2020,"9,130"
3/30/2020,"9,658"
3/31/2020,"7,811"
4/1/2020,"6,049"
4/2/2020,"5,436"
4/3/2020,"5,276"
4/4/2020,"5,323"
4/5/2020,"5,114"
4/6/2020,"7,287"
4/7/2020,"8,012"
4/8/2020,"6,633"
4/9/2020,"5,884"
4/10/2020,"4,802"
4/11/2020,"4,685"
4/12/2020,"5,761"
4/13/2020,"8,417"
4/14/2020,"6,033"
4/15/2020,"5,613"
4/16/2020,"54,747"
4/17/2020,"17,606"
4/18/2020,"8,851"
4/19/2020,"9,299"
4/20/2020,"10,430"
4/21/2020,"10,323"
4/22/2020,"8,642"
4/23/2020,"9,404"
4/24/2020,"9,852"
4/25/2020,"10,105"
4/26/2020,"11,021"
4/27/2020,"13,564"
4/28/2020,"13,333"
4/29/2020,"13,958"
4/30/2020,"16,707"
5/1/2020,"25,046"
5/2/2020,"32,053"
5/3/2020,"23,380"
5/4/2020,"24,875"
5/5/2020,"23,474"
5/6/2020,"24,113"
5/7/2020,"27,783"
5/8/2020,"48,406"
5/9/2020,"47,916"
5/10/2020,"34,282"
5/11/2020,"41,993"
5/12/2020,"39,835"
5/13/2020,"40,221"
5/14/2020,"44,549"
5/15/2020,"86,507"
5/16/2020,"71,353"
5/17/2020,"63,984"
5/18/2020,"59,065"
5/19/2020,"61,162"
5/20/2020,"62,146"
5/21/2020,"63,713"
5/22/2020,"85,697"
5/23/2020,"82,841"
5/24/2020,"78,749"
5/25/2020,"80,772"
5/26/2020,"66,004"
5/27/2020,"57,611"
5/28/2020,"62,304"
5/29/2020,"85,351"
5/30/2020,"77,271"
5/31/2020,"64,536"
6/1/2020,"53,152"
6/2/2020,"53,629"
6/3/2020,"57,748"
6/4/2020,"64,400"
6/5/2020,"77,204"
6/6/2020,"86,592"
6/7/2020,"73,186"
6/8/2020,"67,192"
6/9/2020,"65,004"
6/10/2020,"70,179"
6/11/2020,"70,634"
6/12/2020,"82,525"
6/13/2020,"94,276"
6/14/2020,"87,556"
6/15/2020,"74,334"
6/16/2020,"69,387"
6/17/2020,"67,840"
6/18/2020,"67,508"
6/19/2020,"71,991"
6/20/2020,"76,101"
6/21/2020,"67,440"
6/22/2020,"64,176"
6/23/2020,"60,998"
6/24/2020,"63,666"
6/25/2020,"60,667"
6/26/2020,"62,662"
6/27/2020,"75,951"
6/28/2020,"71,085"
6/29/2020,"88,069"
6/30/2020,"73,938"
7/1/2020,"65,762"
7/2/2020,"81,255"
7/3/2020,"83,394"
7/4/2020,"70,246"
7/5/2020,"72,100"
7/6/2020,"54,429"
7/7/2020,"49,844"
7/8/2020,"43,637"
7/9/2020,"65,534"
7/10/2020,"59,319"
7/11/2020,"66,559"
7/12/2020,"59,705"
7/13/2020,"85,148"
7/14/2020,"58,438"
7/15/2020,"52,661"
7/16/2020,"29,330"
7/17/2020,"27,323"
7/18/2020,"32,622"
7/19/2020,"31,993"
7/20/2020,"22,920"
7/21/2020,"23,216"
7/22/2020,"23,956"
7/23/2020,"26,047"
7/24/2020,"29,074"
7/25/2020,"33,900"
7/26/2020,"32,176"
7/27/2020,"28,120"
7/28/2020,"28,028"
7/29/2020,"43,345"
7/30/2020,"37,327"
7/31/2020,"45,969"
8/1/2020,"47,642"
8/2/2020,"46,390"
8/3/2020,"33,856"
8/4/2020,"35,247"
8/5/2020,"42,389"
8/6/2020,"45,588"
8/7/2020,"49,364"
8/8/2020,"56,417"
8/9/2020,"51,676"
8/10/2020,"33,325"
8/11/2020,"30,853"
8/12/2020,"41,387"
8/13/2020,"36,853"
8/14/2020,"35,016"
8/15/2020,"48,481"
8/16/2020,"47,314"
8/17/2020,"29,136"
8/18/2020,"28,553"
8/19/2020,"28,829"
8/20/2020,"40,566"
8/21/2020,"45,823"
8/22/2020,"53,469"
8/23/2020,"48,118"
8/24/2020,"28,607"
8/25/2020,"26,059"
8/26/2020,"31,598"
8/27/2020,"29,751"
8/28/2020,"35,753"
8/29/2020,"51,135"
8/30/2020,"40,631"
8/31/2020,"21,112"
9/1/2020,"35,226"
9/2/2020,"27,965"
9/3/2020,"39,994"
9/4/2020,"55,237"
9/5/2020,"57,082"
9/6/2020,"57,822"
9/7/2020,"43,904"
9/8/2020,"22,164"
9/9/2020,"21,967"
9/10/2020,"20,160"
9/11/2020,"21,768"
9/12/2020,"33,447"
9/13/2020,"28,037"
9/14/2020,"16,628"
9/15/2020,"17,154"
9/16/2020,"22,049"
9/17/2020,"20,878"
9/18/2020,"29,093"
9/19/2020,"37,195"
9/20/2020,"30,955"
9/21/2020,"20,736"
9/22/2020,"23,414"
9/23/2020,"19,160"
9/24/2020,"19,388"
9/25/2020,"23,563"
9/26/2020,"33,195"
9/27/2020,"28,277"
9/28/2020,"18,432"
9/29/2020,"19,378"
9/30/2020,"17,674"
10/1/2020,"35,948"
10/2/2020,"37,624"
10/3/2020,"46,268"
10/4/2020,"36,174"
10/5/2020,"21,506"
10/6/2020,"23,280"
10/7/2020,"29,149"
10/8/2020,"32,623"
10/9/2020,"51,126"
10/10/2020,"70,992"
10/11/2020,"67,013"
10/12/2020,"49,880"
10/13/2020,"35,866"
10/14/2020,"37,097"
10/15/2020,"50,489"
10/16/2020,"57,448"
10/17/2020,"64,719"
10/18/2020,"56,181"
10/19/2020,"38,388"
10/20/2020,"36,232"
10/21/2020,"48,392"
10/22/2020,"39,505"
10/23/2020,"44,900"
10/24/2020,"59,272"
10/25/2020,"52,686"
10/26/2020,"36,244"
10/27/2020,"33,694"
10/28/2020,"33,103"
10/29/2020,"66,580"
10/30/2020,"49,247"
10/31/2020,"49,368"
11/1/2020,"51,801"
11/2/2020,"75,248"
11/3/2020,"69,938"
11/4/2020,"48,868"
11/5/2020,"50,616"
11/6/2020,"97,902"
11/7/2020,"89,450"
11/8/2020,"72,800"
11/9/2020,"51,621"
11/10/2020,"77,820"
11/11/2020,"102,831"
11/12/2020,"63,138"
11/13/2020,"74,185"
11/14/2020,"90,247"
11/15/2020,"73,399"
11/16/2020,"75,854"
11/17/2020,"63,051"
11/18/2020,"92,387"
11/19/2020,"63,860"
11/20/2020,"85,059"
11/21/2020,"96,483"
11/22/2020,"84,872"
11/23/2020,"80,114"
11/24/2020,"86,058"
11/25/2020,"105,711"
11/26/2020,"119,104"
11/27/2020,"164,835"
11/28/2020,"94,883"
11/29/2020,"70,727"
11/30/2020,"45,447"
12/1/2020,"36,116"
12/2/2020,"61,283"
12/3/2020,"56,331"
12/4/2020,"59,699"
12/5/2020,"71,459"
12/6/2020,"60,582"
12/7/2020,"49,337"
12/8/2020,"48,444"
12/9/2020,"70,170"
12/10/2020,"55,703"
12/11/2020,"64,218"
12/12/2020,"80,977"
12/13/2020,"69,057"
12/14/2020,"51,917"
12/15/2020,"58,850"
12/16/2020,"63,638"
12/17/2020,"54,388"
12/18/2020,"67,536"
12/19/2020,"86,417"
12/20/2020,"78,961"
12/21/2020,"67,058"
12/22/2020,"60,301"
12/23/2020,"60,033"
12/24/2020,"44,445"
12/25/2020,"33,862"
12/26/2020,"84,210"
12/27/2020,"68,989"
12/28/2020,"58,222"
12/29/2020,"50,805"
12/30/2020,"47,324"
12/31/2020,"42,636"
1/1/2021,"65,786"
1/2/2021,"60,615"
1/3/2021,"39,617"
1/4/2021,"31,886"
1/5/2021,"25,561"
1/6/2021,"22,515"
1/7/2021,"22,095"
1/8/2021,"28,842"
1/9/2021,"44,497"
1/10/2021,"36,465"
1/11/2021,"24,031"
1/12/2021,"23,270"
1/13/2021,"25,957"
1/14/2021,"26,141"
1/15/2021,"33,112"
1/16/2021,"50,535"
1/17/2021,"47,162"
1/18/2021,"33,424"
1/19/2021,"20,462"
1/20/2021,"18,695"
1/21/2021,"21,077"
1/22/2021,"25,623"
1/23/2021,"41,296"
1/24/2021,"33,974"
1/25/2021,"22,514"
1/26/2021,"20,209"
1/27/2021,"20,515"
1/28/2021,"21,100"
1/29/2021,"25,682"
1/30/2021,"40,020"
1/31/2021,"31,582"
2/1/2021,"23,935"
2/2/2021,"23,354"
2/3/2021,"25,739"
2/4/2021,"21,945"
2/5/2021,"24,722"
2/6/2021,"42,392"
2/7/2021,"30,430"
2/8/2021,"23,488"
2/9/2021,"27,050"
2/10/2021,"40,649"
2/11/2021,"32,001"
2/12/2021,"36,926"
2/13/2021,"49,276"
2/14/2021,"43,124"
2/15/2021,"32,697"
2/16/2021,"36,082"
2/17/2021,"24,484"
2/18/2021,"27,764"
2/19/2021,"33,671"
2/20/2021,"45,127"
2/21/2021,"40,830"
2/22/2021,"26,423"
2/23/2021,"23,917"
2/24/2021,"25,145"
2/25/2021,"27,849"
2/26/2021,"36,077"
2/27/2021,"51,321"
2/28/2021,"43,762"
3/1/2021,"27,924"
3/2/2021,"30,618"
3/3/2021,"26,376"
3/4/2021,"42,819"
3/5/2021,"46,132"
3/6/2021,"61,869"
3/7/2021,"55,260"
3/8/2021,"34,379"
3/9/2021,"46,542"
3/10/2021,"37,180"
3/11/2021,"38,089"
3/12/2021,"84,301"
3/13/2021,"101,055"
3/14/2021,"77,780"
3/15/2021,"54,203"
3/16/2021,"55,401"
3/17/2021,"66,370"
3/18/2021,"72,883"
3/19/2021,"79,889"
3/20/2021,"106,504"
3/21/2021,"89,283"
3/22/2021,"54,920"
3/23/2021,"55,357"
3/24/2021,"55,014"
3/25/2021,"68,171"
3/26/2021,"70,648"
3/27/2021,"96,181"
3/28/2021,"86,880"
3/29/2021,"63,058"
3/30/2021,"62,422"
3/31/2021,"67,807"
4/1/2021,"64,442"
4/2/2021,"84,575"
4/3/2021,"85,711"
4/4/2021,"60,776"
4/5/2021,"54,053"
4/6/2021,"71,716"
4/7/2021,"77,460"
4/8/2021,"71,688"
4/9/2021,"85,542"
4/10/2021,"97,464"
4/11/2021,"77,866"
4/12/2021,"45,010"
4/13/2021,"40,814"
4/14/2021,"47,314"
4/15/2021,"57,857"
4/16/2021,"59,335"
4/17/2021,"84,180"
4/18/2021,"72,276"
4/19/2021,"39,920"
4/20/2021,"36,832"
4/21/2021,"44,393"
4/22/2021,"50,594"
